id,generation,name,type1,type2,total,hp,attack,defense,sp_attack,sp_defense,speed,base_egg_steps,base_happiness,capture_rate,experience_growth,height_m,weight_kg,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,official_class,special_group
497,5,Serperior,grass,,528,75,75,95,75,95,113,5120,70,45,1059860,3.3,63.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
498,5,Tepig,fire,,308,65,63,45,45,45,45,5120,70,45,1059860,0.5,9.9,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,normal,none
499,5,Pignite,fire,fighting,418,90,93,55,70,55,55,5120,70,45,1059860,1.0,55.5,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,normal,none
500,5,Emboar,fire,fighting,528,110,123,65,100,65,65,5120,70,45,1059860,1.6,150.0,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,normal,none
501,5,Oshawott,water,,308,55,55,45,63,45,45,5120,70,45,1059860,0.5,5.9,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
502,5,Dewott,water,,413,75,75,60,83,60,60,5120,70,45,1059860,0.8,24.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
503,5,Samurott,water,,528,95,100,85,108,70,70,5120,70,45,1059860,1.5,94.6,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
503,5,Samurott Hisuian Samurott,water,dark,528,90,108,80,100,65,85,5120,70,45,1059860,1.5,94.6,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,normal,none
504,5,Patrat,normal,,255,45,55,39,35,39,42,3840,70,255,1000000,0.5,11.6,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
505,5,Watchog,normal,,420,60,85,69,60,69,77,5120,70,255,1000000,1.1,27.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
506,5,Lillipup,normal,,275,45,60,45,25,45,55,3840,70,255,1059860,0.4,4.1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
507,5,Herdier,normal,,370,65,80,65,35,65,60,3840,70,120,1059860,0.9,14.7,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
508,5,Stoutland,normal,,500,85,110,90,45,90,80,3840,70,45,1059860,1.2,61.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
509,5,Purrloin,dark,,281,41,50,37,50,37,66,5120,70,255,1000000,0.4,10.1,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,normal,none
510,5,Liepard,dark,,446,64,88,50,88,50,106,5120,70,90,1000000,1.1,37.5,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,normal,none
511,5,Pansage,grass,,316,50,53,48,53,48,64,5120,70,190,1000000,0.6,10.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
512,5,Simisage,grass,,498,75,98,63,98,63,101,5120,70,75,1000000,1.1,30.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
513,5,Pansear,fire,,316,50,53,48,53,48,64,5120,70,190,1000000,0.6,11.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,normal,none
514,5,Simisear,fire,,498,75,98,63,98,63,101,5120,70,75,1000000,1.0,28.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,normal,none
515,5,Panpour,water,,316,50,53,48,53,48,64,5120,70,190,1000000,0.6,13.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
516,5,Simipour,water,,498,75,98,63,98,63,101,5120,70,75,1000000,1.0,29.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
517,5,Munna,psychic,,292,76,25,45,67,55,24,2560,70,190,800000,0.6,23.3,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,normal,none
518,5,Musharna,psychic,,487,116,55,85,107,95,29,2560,70,75,800000,1.1,60.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,normal,none
519,5,Pidove,normal,flying,264,50,55,50,36,30,43,3840,70,255,1059860,0.3,2.1,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,normal,none
520,5,Tranquill,normal,flying,358,62,77,62,50,42,65,3840,70,120,1059860,0.6,15.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,normal,none
521,5,Unfezant,normal,flying,488,80,115,80,65,55,93,3840,70,45,1059860,1.2,29.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,normal,none
522,5,Blitzle,electric,,295,45,60,32,50,32,76,5120,70,190,1000000,0.8,29.8,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,normal,none
523,5,Zebstrika,electric,,497,75,100,63,80,63,116,5120,70,75,1000000,1.6,79.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,normal,none
524,5,Roggenrola,rock,,280,55,75,85,25,25,15,3840,70,255,1059860,0.4,18.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,normal,none
525,5,Boldore,rock,,390,70,105,105,50,40,20,3840,70,120,1059860,0.9,102.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,normal,none
526,5,Gigalith,rock,,515,85,135,130,60,80,25,3840,70,45,1059860,1.7,260.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,normal,none
527,5,Woobat,psychic,flying,323,65,45,43,55,43,72,3840,70,190,1000000,0.4,2.1,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,normal,none
528,5,Swoobat,psychic,flying,425,67,57,55,77,55,114,3840,70,45,1000000,0.9,10.5,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,normal,none
529,5,Drilbur,ground,,328,60,85,40,30,45,68,5120,70,120,1000000,0.3,8.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,normal,none
530,5,Excadrill,ground,steel,508,110,135,60,50,65,88,5120,70,60,1000000,0.7,40.4,0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,normal,none
531,5,Audino,normal,,445,103,60,86,60,86,50,5120,70,255,800000,1.1,31.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
531,5,Audino Mega Audino,normal,fairy,545,103,60,126,80,126,50,5120,70,255,800000,1.1,31.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,normal,none
532,5,Timburr,fighting,,305,75,80,55,25,35,35,5120,70,180,1059860,0.6,12.5,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,normal,none
533,5,Gurdurr,fighting,,405,85,105,85,40,50,40,5120,70,90,1059860,1.2,40.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,normal,none
534,5,Conkeldurr,fighting,,505,105,140,95,55,65,45,5120,70,45,1059860,1.4,87.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,normal,none
535,5,Tympole,water,,294,50,50,40,50,40,64,5120,70,255,1059860,0.5,4.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
536,5,Palpitoad,water,ground,384,75,65,55,65,55,69,5120,70,120,1059860,0.8,17.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,normal,none
537,5,Seismitoad,water,ground,509,105,95,75,85,75,74,5120,70,45,1059860,1.5,62.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,normal,none
538,5,Throh,fighting,,465,120,100,85,30,85,45,5120,70,45,1000000,1.3,55.5,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,normal,none
539,5,Sawk,fighting,,465,75,125,75,30,75,85,5120,70,45,1000000,1.4,51.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,normal,none
540,5,Sewaddle,bug,grass,310,45,53,70,40,60,42,3840,70,255,1059860,0.3,2.5,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,normal,none
541,5,Swadloon,bug,grass,380,55,63,90,50,80,42,3840,70,120,1059860,0.5,7.3,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,normal,none
542,5,Leavanny,bug,grass,500,75,103,80,70,80,92,3840,70,45,1059860,1.2,20.5,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,normal,none
543,5,Venipede,bug,poison,260,30,45,59,30,39,57,3840,70,255,1059860,0.4,5.3,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,normal,none
544,5,Whirlipede,bug,poison,360,40,55,99,40,79,47,3840,70,120,1059860,1.2,58.5,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,normal,none
545,5,Scolipede,bug,poison,485,60,100,89,55,69,112,5120,70,45,1059860,2.5,200.5,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,normal,none
546,5,Cottonee,grass,fairy,280,40,27,60,37,50,66,5120,70,190,1000000,0.3,0.6,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,normal,none
547,5,Whimsicott,grass,fairy,480,60,67,85,77,75,116,5120,70,75,1000000,0.7,6.6,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,normal,none
548,5,Petilil,grass,,280,45,35,50,70,50,30,5120,70,190,1000000,0.5,6.6,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
549,5,Lilligant,grass,,480,70,60,75,110,75,90,5120,70,75,1000000,1.1,16.3,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
549,5,Lilligant Hisuian Lilligant,grass,fighting,480,70,105,75,50,75,105,5120,70,75,1000000,1.1,16.3,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,normal,none
550,5,Basculin Red-Striped Form,water,,460,70,92,65,80,55,98,10240,70,25,1000000,1.0,18.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
550,5,Basculin Blue-Striped Form,water,,460,70,92,65,80,55,98,10240,70,25,1000000,1.0,18.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
550,5,Basculin White-Striped Form,water,,460,70,92,65,80,55,98,10240,70,25,1000000,1.0,18.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
551,5,Sandile,ground,dark,292,50,72,35,35,35,65,5120,70,180,1059860,0.7,15.2,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,normal,none
552,5,Krokorok,ground,dark,351,60,82,45,45,45,74,5120,70,90,1059860,1.0,33.4,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,normal,none
553,5,Krookodile,ground,dark,519,95,117,80,65,70,92,5120,70,45,1059860,1.5,96.3,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,normal,none
554,5,Darumaka,fire,,315,70,90,45,15,45,50,5120,70,120,1059860,0.6,37.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,normal,none
554,5,Darumaka Galarian Darumaka,ice,,315,70,90,45,15,45,50,5120,70,120,1059860,0.6,37.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,normal,none
555,5,Darmanitan Standard Mode,fire,,480,105,140,55,30,55,95,5120,70,60,1059860,1.3,92.9,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,normal,none
555,5,Darmanitan Zen Mode,fire,psychic,540,105,30,105,140,105,55,5120,70,60,1059860,1.3,92.9,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,normal,none
555,5,Darmanitan Galarian Standard Mode,ice,,480,105,140,55,30,55,95,5120,70,60,1059860,1.3,92.9,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,normal,none
555,5,Darmanitan Galarian Zen Mode,ice,fire,540,105,160,55,30,55,135,5120,70,60,1059860,1.3,92.9,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,2.0,0.25,1.0,1.0,1.0,4.0,1.0,2.0,normal,none
556,5,Maractus,grass,,461,75,86,67,106,67,60,5120,70,255,1000000,1.0,28.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
557,5,Dwebble,bug,rock,325,50,65,85,35,35,55,5120,70,190,1000000,0.3,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,normal,none
558,5,Crustle,bug,rock,485,70,105,125,65,75,45,5120,70,75,1000000,1.4,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,normal,none
559,5,Scraggy,dark,fighting,348,50,75,70,35,70,48,3840,35,180,1000000,0.6,11.8,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,normal,none
560,5,Scrafty,dark,fighting,488,65,90,115,45,115,58,3840,70,90,1000000,1.1,30.0,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,normal,none
561,5,Sigilyph,psychic,flying,490,72,58,80,103,80,97,5120,70,45,1000000,1.4,14.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,normal,none
562,5,Yamask,ghost,,303,38,30,85,55,65,30,6400,70,190,1000000,0.5,1.5,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,normal,none
562,5,Yamask Galarian Yamask,ground,ghost,303,38,55,85,30,65,30,6400,70,190,1000000,0.5,1.5,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,normal,none
563,5,Cofagrigus,ghost,,483,58,50,145,95,105,30,6400,70,90,1000000,1.7,76.5,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,normal,none
564,5,Tirtouga,water,rock,355,54,78,103,53,45,22,7680,70,45,1000000,0.7,16.5,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,normal,none
565,5,Carracosta,water,rock,495,74,108,133,83,65,32,7680,70,45,1000000,1.2,81.0,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,normal,none
566,5,Archen,rock,flying,401,55,112,45,74,45,70,7680,70,45,1000000,0.5,9.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,normal,none
567,5,Archeops,rock,flying,567,75,140,65,112,65,110,7680,70,45,1000000,1.4,32.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,normal,none
568,5,Trubbish,poison,,329,50,50,62,40,62,65,5120,70,190,1000000,0.6,31.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,normal,none
569,5,Garbodor,poison,,474,80,95,82,60,82,75,5120,70,60,1000000,1.9,107.3,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,normal,none
570,5,Zorua,dark,,330,40,65,40,80,40,65,6400,70,75,1059860,0.7,12.5,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,normal,none
570,5,Zorua Hisuian Zorua,normal,ghost,330,35,60,40,85,40,70,6400,70,75,1059860,0.7,12.5,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,normal,none
571,5,Zoroark,dark,,510,60,105,60,120,60,105,5120,70,45,1059860,1.6,81.1,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,normal,none
571,5,Zoroark Hisuian Zoroark,normal,ghost,510,60,105,60,120,60,105,5120,70,45,1059860,1.6,81.1,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,normal,none
572,5,Minccino,normal,,300,55,50,40,40,40,75,3840,70,255,800000,0.4,5.8,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
573,5,Cinccino,normal,,470,75,95,60,65,60,115,3840,70,60,800000,0.5,7.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
574,5,Gothita,psychic,,290,45,30,50,55,65,45,5120,70,200,1059860,0.4,5.8,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,normal,none
575,5,Gothorita,psychic,,390,60,45,70,75,85,55,5120,70,100,1059860,0.7,18.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,normal,none
576,5,Gothitelle,psychic,,490,70,55,95,95,110,65,5120,70,50,1059860,1.5,44.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,normal,none
577,5,Solosis,psychic,,290,45,30,40,105,50,20,5120,70,200,1059860,0.3,1.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,normal,none
578,5,Duosion,psychic,,370,65,40,50,125,60,30,5120,70,100,1059860,0.6,8.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,normal,none
579,5,Reuniclus,psychic,,490,110,65,75,125,85,30,5120,70,50,1059860,1.0,20.1,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,normal,none
580,5,Ducklett,water,flying,305,62,44,50,44,50,55,5120,70,190,1000000,0.5,5.5,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,normal,none
581,5,Swanna,water,flying,473,75,87,63,87,63,98,5120,70,45,1000000,1.3,24.2,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,normal,none
582,5,Vanillite,ice,,305,36,50,50,65,60,44,5120,70,255,1250000,0.4,5.7,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,normal,none
583,5,Vanillish,ice,,395,51,65,65,80,75,59,5120,70,120,1250000,1.1,41.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,normal,none
584,5,Vanilluxe,ice,,535,71,95,85,110,95,79,5120,70,45,1250000,1.3,57.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,normal,none
585,5,Deerling,normal,grass,335,60,60,50,40,50,75,5120,70,190,1000000,0.6,19.5,2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
586,5,Sawsbuck,normal,grass,475,80,100,70,60,70,95,5120,70,75,1000000,1.9,92.5,2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
587,5,Emolga,electric,flying,428,55,75,60,75,60,103,5120,70,200,1000000,0.4,5.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,normal,none
588,5,Karrablast,bug,,315,50,75,45,40,45,60,3840,70,200,1000000,0.5,5.9,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,normal,none
589,5,Escavalier,bug,steel,495,70,135,105,60,105,20,3840,70,75,1000000,1.0,33.0,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,normal,none
590,5,Foongus,grass,poison,294,69,55,45,55,55,15,5120,70,190,1000000,0.2,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,normal,none
591,5,Amoonguss,grass,poison,464,114,85,70,85,80,30,5120,70,75,1000000,0.6,10.5,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,normal,none
592,5,Frillish,water,ghost,335,55,40,50,65,85,40,5120,70,190,1000000,1.2,33.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,normal,none
593,5,Jellicent,water,ghost,480,100,60,70,85,105,60,5120,70,60,1000000,2.2,135.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,normal,none
